Company Name, Telephone, Email
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Lawday Engineering,0121 553 4892,nigel@lawday.co.uk
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
Faulkner Moulds,01422 371072,info@faulknermoulds.net
Protolabs – Europe,+44 (0) 1952 683 047,customerservice@protolabs.co.uk
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
AddQual,+44 (0)1332 742820,sales@addqual.com
Protolabs – Europe,+44 (0) 1952 683 047,customerservice@protolabs.co.uk
Faulkner Moulds,01422 371072,info@faulknermoulds.net
Rapitypes,0116 253 6591,sales@rapitypes.com
Brafe Engineering Ltd,01394 380000,
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Central Scanning,01527 558282,info@central-scanning.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
AddQual,+44 (0)1332 742820,sales@addqual.com
Faulkner Moulds,01422 371072,info@faulknermoulds.net
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Midas Pattern Company Ltd,01234 358394,r.sparkhall@midas-pattern.co.uk
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Faulkner Moulds,01422 371072,info@faulknermoulds.net
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Protolabs – Europe,+44 (0) 1952 683 047,customerservice@protolabs.co.uk
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
Lawday Engineering,0121 553 4892,nigel@lawday.co.uk
AddQual,+44 (0)1332 742820,sales@addqual.com
N.D. Precision Products,01271 345496,sales@ndprecisionproducts.co.uk
Tri-Tech 3D,01782 814551,info@stanfordmarsh.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
AddQual,+44 (0)1332 742820,sales@addqual.com
Faulkner Moulds,01422 371072,info@faulknermoulds.net
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Central Scanning,01527 558282,info@central-scanning.co.uk
FARO UK,02476 973000,lee.cook@faroeurope.com
Brafe Engineering Ltd,01394 380000,
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Lawday Engineering,0121 553 4892,nigel@lawday.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Central Scanning,01527 558282,info@central-scanning.co.uk
Europac 3D,01270 216123,john@europac3d.com
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Europac 3D,01270 216123,john@europac3d.com
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
3D Systems Europe Ltd,0203 974 1362,nick.lewis@3dsystems-europe.com
Renishaw Plc,01453 524111,Malcolm.Price@Renishaw.com
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
Manufacturing Resource Centre (MRC),0121 392 8995,roger@manufacturingresourcecentre.co.uk
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
3D Systems Europe Ltd,0203 974 1362,nick.lewis@3dsystems-europe.com
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Central Scanning,01527 558282,info@central-scanning.co.uk
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
3D Systems Europe Ltd,0203 974 1362,nick.lewis@3dsystems-europe.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
FANUC UK Limited, +44 24 7605 3000 ,sales@fanuc.co.uk
Plazology Ltd,0113 251 5130,s.mollon@plazology.co.uk
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Central Scanning,01527 558282,info@central-scanning.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Morson Projects,(+44) 0 161 707 1516,enquiries@morson.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
Avon-Dynamic,0117 9477 846,info@avon-dynamic.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Morson Projects,(+44) 0 161 707 1516,enquiries@morson.com
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Tri-Tech 3D,01782 814551,info@stanfordmarsh.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Visi,+44 (0) 1242 542040,info@vero.co.uk
Edgecam,+44 (0)118 922 6633,info@edgecam.com
Renishaw Plc,01453 524111,Malcolm.Price@Renishaw.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
FANUC UK Limited, +44 24 7605 3000 ,sales@fanuc.co.uk
Lawday Engineering,0121 553 4892,nigel@lawday.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Avon-Dynamic,0117 9477 846,info@avon-dynamic.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
FANUC UK Limited, +44 24 7605 3000 ,sales@fanuc.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Tebis (UK) Ltd,02476 158178,info-uk@tebis.com
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
FANUC UK Limited, +44 24 7605 3000 ,sales@fanuc.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
FANUC UK Limited, +44 24 7605 3000 ,sales@fanuc.co.uk
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
Avon-Dynamic,0117 9477 846,info@avon-dynamic.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Carl Zeiss Ltd,01788 821770,customercare.uk@zeiss.com
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Central Scanning,01527 558282,info@central-scanning.co.uk
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Dutton Simulation Limited,01926 732147,enquiries@duttonsimulation.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Trescal,01252 533 300,info.uk@trescal.com
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
Avon-Dynamic,0117 9477 846,info@avon-dynamic.co.uk
Wenzel UK Limited,+44 (0)1159 398550,steve.hughes@uk.wenzel-cmm.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Carl Zeiss Ltd,01788 821770,customercare.uk@zeiss.com
Central Scanning,01527 558282,info@central-scanning.co.uk
FARO UK,02476 973000,lee.cook@faroeurope.com
Laser Scanning Precision Measuring,0114 257 3650,sales@laser-scanning.co.uk
Plazology Ltd,0113 251 5130,s.mollon@plazology.co.uk
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Plazology Ltd,0113 251 5130,s.mollon@plazology.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
IBS Precision Engineering Ltd,+44 (0) 7464 210568,jones@ibspe.com
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Dutton Simulation Limited,01926 732147,enquiries@duttonsimulation.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Trescal,01252 533 300,info.uk@trescal.com
Fenton Precision Engineering Ltd,01536 723488,sales@fentonprecision.co.uk
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
Central Scanning,01527 558282,info@central-scanning.co.uk
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Laser Scanning Precision Measuring,0114 257 3650,sales@laser-scanning.co.uk
Carl Zeiss Ltd,01788 821770,customercare.uk@zeiss.com
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
PSL Datatrack (Prospec Systems Limited),01344 827312 ,gtma@psldatatrack.com
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
New Manufacturing Solutions,Tel.: +44 1244 533 338,enquiries@nms-int.com
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
Metrology UK,01684 891 372,james.barnes@metrologyuk.com
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
IBS Precision Engineering Ltd,+44 (0) 7464 210568,jones@ibspe.com
Surtec North East Ltd,0191 329 3153,barry@surtecne.co.uk
WESL Datahub,01237 470022,enquiries@wesldatahubco.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Applied Technical Systems Ltd,+44 (0)2476 352 481,Alyson.Turkington@ats-global.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Dutton Simulation Limited,01926 732147,enquiries@duttonsimulation.com
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Morson Projects,(+44) 0 161 707 1516,enquiries@morson.com
Tri-Tech 3D,01782 814551,info@stanfordmarsh.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Dutton Simulation Limited,01926 732147,enquiries@duttonsimulation.com
Lawday Engineering,0121 553 4892,nigel@lawday.co.uk
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Indysoft Europe Ltd,+44 (0) 1908 540 638,sales@indysoft.co.uk
Desktop Engineering (DTE),01993-883555,info@dte.co.uk
Petford Group,+44 (0)1384 246930,kira.edwards@petfordtools.co.uk
Tri-Tech 3D,01782 814551,info@stanfordmarsh.co.uk
AddQual,+44 (0)1332 742820,sales@addqual.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
3D Systems Europe Ltd,0203 974 1362,nick.lewis@3dsystems-europe.com
National Composites Centre,+44 (0) 117 370 7600,shaw.beattie@nccuk.com
Renishaw Plc,01453 524111,Malcolm.Price@Renishaw.com
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
GF Machining Solutions,02476 538666,martin.spencer@georgfischer.com
Mouldtech Solutions,01803 846013,andy@mouldtechsolutions.com
AddQual,+44 (0)1332 742820,sales@addqual.com
WDS Component Parts Ltd,0845 606 6677,sales@wdsltd.co.uk
Morson Projects,(+44) 0 161 707 1516,enquiries@morson.com
IBS Precision Engineering Ltd,+44 (0) 7464 210568,jones@ibspe.com
High Gain Technology,07861 233 930 ,info@highgaintech.com
Zeeko Ltd,01530 815 832,richard.freeman@zeeko.co.uk
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Bruderer UK Ltd,01582 560300,mail@bruderer.co.uk
3D Lasertec Ltd,01623 600627,sales@3dlasertec.co.uk
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
Renishaw Plc,01453 524111,Malcolm.Price@Renishaw.com
GF Machining Solutions,02476 538666,martin.spencer@georgfischer.com
Paragon Rapid Technologies,01325 333141,info@paragon-rt.com
Hieta Technologies,+44 (0)117 370 7733,info@hieta.biz
3D Systems Europe Ltd,0203 974 1362,nick.lewis@3dsystems-europe.com
Ceratizit UK and Ireland Ltd,0800 073 2073,orders@wntuk.com
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Yamazaki Mazak U.K. Ltd,01905 755755,sales@mazak.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
Bruderer UK Ltd,01582 560300,mail@bruderer.co.uk
JEB Technologies Ltd,+44 (0) 1638 718435,sales@jeb-technologies.com
N.D. Precision Products,01271 345496,sales@ndprecisionproducts.co.uk
Toolrite Ltd,01277 200552,info@toolrite.co.uk
Quantum Manufacturing Limited,01926 885564,info@quantummanltd.com
Kemet International Ltd,01622 755287,sales@kemet.co.uk
Adam R Winter Tooling,01634 66 66 27,focus@rwintertooling.com
WDS Component Parts Ltd,0845 606 6677,sales@wdsltd.co.uk
Ringspann Remote Control Systems,01234 342511,info@ringspann.co.uk
JEB Technologies Ltd,+44 (0) 1638 718435,sales@jeb-technologies.com
IBS Precision Engineering Ltd,+44 (0) 7464 210568,jones@ibspe.com
Superite Tools Ltd,01922 451151,steve.taylor@superite.co.uk
Petford Group,+44 (0)1384 246930,kira.edwards@petfordtools.co.uk
ABR (Specialist Welding) Ltd,0121 525 1319,enquiries@abrspecialistwelding.co.uk
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Quantum Manufacturing Limited,01926 885564,info@quantummanltd.com
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Superite Specialist Welding,01922 451 151,enquiries@superite.co.uk
Bromford Technologies,01789 400340,
Roemheld UK Limited,01462 459052,sales@roemheld.co.uk
Superite Specialist Welding,01922 451 151,enquiries@superite.co.uk
Quantum Manufacturing Limited,01926 885564,info@quantummanltd.com
Petford Group,+44 (0)1384 246930,kira.edwards@petfordtools.co.uk
ABR (Specialist Welding) Ltd,0121 525 1319,enquiries@abrspecialistwelding.co.uk
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Standex International Ltd,+ 44 161 406 4300,mowen@standexuk.co.uk 
Roemheld UK Limited,01462 459052,sales@roemheld.co.uk
N.D. Precision Products,01271 345496,sales@ndprecisionproducts.co.uk
Superite Tools Ltd,01922 451151,steve.taylor@superite.co.uk
Phoenix Engineering 2009 Ltd,01403 269005,john.horspool@phoenixengineering2009.co.uk
Carrs Welding Technologies Ltd,01536 412828,sales@carrswelding.co.uk
Bromford Technologies,01789 400340,
Superite Specialist Welding,01922 451 151,enquiries@superite.co.uk
HT Tooling Solutions Ltd,0161 655 3355,darren@httoolingsolutions.com 
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Roemheld UK Limited,01462 459052,sales@roemheld.co.uk
Hockley Pattern & Tool Company Limited,0121 561 4665,neil.williams@hockleypattern.co.uk
Quantum Manufacturing Limited,01926 885564,info@quantummanltd.com
Premier Group,+44 (0) 247 636 2886,enquiries@premier-group.co
Superite Specialist Welding,01922 451 151,enquiries@superite.co.uk
